,e1leftcar,e1leftwaiting,e1leftvalue,e1rightcar,e1rightwaiting,e1rightvalue,e2leftcar,e2leftwaiting,e2leftvalue,e2rightcar,e2rightwaiting,e2rightvalue,e3leftcar,e3leftwaiting,e3leftvalue,e3rightcar,e3rightwaiting,e3rightvalue,e4leftcar,e4leftwaiting,e4leftvalue,e4rightcar,e4rightwaiting,e4rightvalue,1_time,2_time,3_time,4_time
4492,0,0,0,0,0,0,0,0,0,0,0,0,6,64,0,4,39,0,1,14,0,7,102,1,24,36,38,50
4493,0,0,0,0,0,0,0,0,0,3,11,0,8,89,0,3,47,0,2,39,0,7,64,0,24,36,38,50
4494,2,13,0,3,37,0,5,37,0,6,50,0,12,128,1,0,0,0,4,78,0,0,0,0,24,36,38,50
4495,5,54,0,6,72,0,7,78,0,6,86,0,0,0,0,5,19,0,0,0,0,3,21,0,24,36,38,50
4496,1,25,0,0,0,0,2,69,0,0,0,0,3,34,0,10,72,0,1,0,0,3,74,0,24,36,38,50
4497,0,0,0,2,11,0,0,0,0,4,23,0,4,59,0,12,97,0,3,24,0,6,99,0,24,36,38,50
4498,4,23,0,3,50,0,0,0,0,9,62,0,9,98,0,0,0,0,5,63,0,0,0,0,24,36,38,50
4499,4,64,0,7,91,0,2,35,0,11,103,1,0,0,0,1,0,0,0,0,0,0,0,0,24,36,38,50
4500,5,117,1,0,0,0,3,88,0,0,0,0,2,18,0,2,53,0,3,20,0,2,43,0,24,36,38,50
4501,0,0,0,0,0,0,0,0,0,0,0,0,3,43,0,2,78,0,3,45,0,3,68,0,24,36,38,50
4502,0,0,0,4,37,0,0,0,0,1,4,0,4,82,0,0,0,0,4,84,0,0,0,0,24,36,38,50
4503,3,20,0,6,78,0,1,7,0,5,14,0,0,0,0,1,0,0,0,0,0,0,0,0,24,36,38,50
4504,3,73,0,0,0,0,1,60,0,0,0,0,2,18,0,5,53,0,1,1,0,1,24,0,24,36,38,50
4505,2,89,0,0,0,0,0,0,0,0,0,0,5,43,0,9,78,0,2,26,0,1,49,0,24,36,38,50
4506,0,0,0,5,33,0,0,0,0,3,31,0,8,82,0,13,117,1,3,65,0,4,88,0,24,36,38,50
4507,1,22,0,7,74,0,1,14,0,5,72,0,9,123,1,0,0,0,5,106,1,0,0,0,24,36,38,50
4508,4,75,0,0,0,0,3,67,0,0,0,0,0,0,0,2,39,0,1,3,0,1,4,0,24,36,38,50
4509,5,100,0,0,0,0,3,92,0,0,0,0,1,0,0,4,64,0,2,28,0,2,29,0,24,36,38,50
4510,0,0,0,2,16,0,0,0,0,0,0,0,2,39,0,7,103,1,3,67,0,6,68,0,24,36,38,50
4511,0,0,0,7,57,0,0,0,0,0,0,0,3,80,0,0,0,0,3,108,1,0,0,0,24,36,38,50
4512,2,40,0,11,110,1,0,0,0,5,42,0,0,0,0,2,19,0,0,0,0,1,1,0,24,36,38,50
4513,3,65,0,0,0,0,0,0,0,0,0,0,2,12,0,2,44,0,0,0,0,3,26,0,24,36,38,50
4514,0,0,0,0,0,0,0,0,0,1,2,0,3,51,0,4,83,0,1,36,0,8,65,0,24,36,38,50
4515,0,0,0,2,20,0,0,0,0,6,43,0,7,92,0,0,0,0,2,77,0,0,0,0,24,36,38,50
4516,0,0,0,4,73,0,2,33,0,9,96,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,38,50
4517,1,8,0,2,21,0,3,58,0,7,94,0,1,0,0,2,18,0,0,0,0,2,4,0,24,36,38,50
4518,1,28,0,0,0,0,4,78,0,0,0,0,1,20,0,4,38,0,2,16,0,3,24,0,44,26,38,42
4519,0,0,0,0,0,0,1,8,0,0,0,0,1,49,0,5,67,0,3,45,0,4,53,0,44,26,38,42
4520,0,0,0,1,23,0,0,0,0,1,3,0,4,90,0,6,78,0,6,86,0,4,62,0,44,26,38,42
4521,3,41,0,5,68,0,0,0,0,5,48,0,4,52,0,0,0,0,7,90,0,0,0,0,44,26,38,42
4522,7,86,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,44,26,38,42
4523,7,115,1,0,0,0,2,56,0,0,0,0,0,0,0,0,0,0,2,26,0,3,57,0,44,26,38,42
4524,0,0,0,0,0,0,0,0,0,0,0,0,3,39,0,2,17,0,6,67,0,7,98,0,44,26,38,42
4525,0,0,0,4,37,0,1,18,0,0,0,0,4,84,0,0,0,0,8,112,1,0,0,0,44,26,38,42
4526,3,31,0,9,82,0,3,63,0,2,19,0,0,0,0,4,18,0,0,0,0,3,17,0,44,26,38,42
4527,4,60,0,0,0,0,3,92,0,0,0,0,2,10,0,7,47,0,0,0,0,5,46,0,44,26,38,42
4528,0,0,0,0,0,0,0,0,0,3,15,0,4,51,0,11,88,0,1,17,0,7,87,0,44,26,38,42
4529,0,0,0,2,18,0,0,0,0,5,60,0,7,96,0,0,0,0,2,62,0,0,0,0,44,26,38,42
4530,1,10,0,8,63,0,1,17,0,6,105,1,0,0,0,2,16,0,0,0,0,0,0,0,44,26,38,42
4531,4,39,0,0,0,0,2,46,0,0,0,0,0,0,0,5,45,0,1,0,0,0,0,0,44,26,38,42
4532,0,0,0,1,1,0,0,0,0,0,0,0,3,23,0,5,86,0,3,40,0,0,0,0,44,26,38,42
4533,0,0,0,1,46,0,0,0,0,2,15,0,6,68,0,0,0,0,4,85,0,0,0,0,44,26,38,42
4534,1,38,0,3,91,0,2,23,0,3,60,0,0,0,0,0,0,0,0,0,0,1,0,0,44,26,38,42
4535,1,67,0,4,49,0,2,52,0,5,75,0,0,0,0,0,0,0,0,0,0,3,29,0,44,26,38,42
4536,3,108,1,0,0,0,5,93,0,0,0,0,1,7,0,1,34,0,1,36,0,8,70,0,44,26,38,42
4537,0,0,0,3,27,0,0,0,0,1,0,0,2,52,0,5,79,0,1,81,0,10,115,1,44,26,38,42
4538,1,28,0,7,72,0,0,0,0,2,45,0,5,97,0,0,0,0,1,126,1,0,0,0,44,26,38,42
4539,2,57,0,10,101,1,0,0,0,4,74,0,0,0,0,1,15,0,0,0,0,1,3,0,44,26,38,42
4540,2,98,0,0,0,0,3,32,0,0,0,0,1,19,0,3,56,0,0,0,0,5,44,0,44,26,38,42
4541,0,0,0,0,0,0,0,0,0,2,18,0,2,64,0,10,101,1,1,40,0,8,89,0,44,26,38,42
4542,0,0,0,1,6,0,0,0,0,3,63,0,2,109,1,0,0,0,6,85,0,0,0,0,44,26,38,42
4543,0,0,0,2,35,0,1,16,0,7,92,0,0,0,0,2,4,0,0,0,0,1,2,0,44,26,38,42
4544,0,0,0,0,0,0,2,57,0,0,0,0,1,4,0,3,45,0,0,0,0,7,43,0,44,26,38,42
4545,0,0,0,0,0,0,0,0,0,0,0,0,3,48,0,3,90,0,1,24,0,9,88,0,44,26,38,42
4546,0,0,0,4,15,0,0,0,0,3,35,0,6,93,0,0,0,0,2,69,0,0,0,0,44,26,38,42
4547,0,0,0,5,44,0,1,5,0,5,64,0,8,122,1,0,0,0,2,98,0,0,0,0,44,26,38,42
4548,4,34,0,0,0,0,2,56,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,36,47,35,28
4549,4,65,0,0,0,0,3,87,0,0,0,0,0,0,0,4,49,0,3,17,0,0,0,0,36,47,35,28
4550,0,0,0,0,0,0,0,0,0,1,5,0,4,32,0,4,86,0,3,54,0,2,29,0,36,47,35,28
4551,0,0,0,2,20,0,0,0,0,5,55,0,5,82,0,0,0,0,4,104,1,0,0,0,36,47,35,28
4552,1,2,0,4,58,0,0,0,0,7,93,0,0,0,0,3,24,0,0,0,0,0,0,0,36,47,35,28
4553,1,33,0,0,0,0,1,25,0,0,0,0,2,17,0,7,55,0,0,0,0,3,11,0,36,47,35,28
4554,0,0,0,0,0,0,0,0,0,1,4,0,6,54,0,11,92,0,0,0,0,6,48,0,36,47,35,28
4555,0,0,0,0,0,0,0,0,0,2,54,0,9,104,1,0,0,0,1,4,0,0,0,0,36,47,35,28
4556,2,32,0,2,10,0,1,22,0,5,92,0,0,0,0,4,9,0,0,0,0,0,0,0,36,47,35,28
4557,3,63,0,0,0,0,1,53,0,0,0,0,0,0,0,8,40,0,0,0,0,3,23,0,36,47,35,28
4558,3,100,0,0,0,0,3,90,0,0,0,0,3,16,0,12,77,0,0,0,0,5,60,0,36,47,35,28
4559,1,2,0,1,9,0,0,0,0,1,18,0,5,66,0,8,93,0,0,0,0,4,36,0,36,47,35,28
4560,4,40,0,5,47,0,1,34,0,2,56,0,8,104,1,0,0,0,0,0,0,0,0,0,36,47,35,28
4561,5,71,0,6,78,0,2,65,0,4,87,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,35,28
4562,6,108,1,0,0,0,2,102,1,0,0,0,3,22,0,4,29,0,0,0,0,1,8,0,36,47,35,28
4563,0,0,0,0,0,0,0,0,0,2,8,0,3,72,0,8,79,0,2,38,0,6,58,0,36,47,35,28
4564,0,0,0,4,15,0,0,0,0,4,46,0,4,110,1,0,0,0,3,76,0,0,0,0,36,47,35,28
4565,0,0,0,7,46,0,3,25,0,5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,35,28
4566,1,18,0,0,0,0,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,35,28
4567,0,0,0,1,7,0,0,0,0,0,0,0,2,32,0,7,36,0,2,22,0,3,22,0,36,47,35,28
4568,0,0,0,6,45,0,0,0,0,2,15,0,6,70,0,0,0,0,2,60,0,0,0,0,36,47,35,28
4569,0,0,0,8,76,0,1,13,0,2,46,0,6,101,1,0,0,0,2,91,0,0,0,0,36,47,35,28
4570,0,0,0,9,113,1,1,50,0,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,35,28
4571,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,35,28
4572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,35,28
4573,0,0,0,4,34,0,0,0,0,1,4,0,1,26,0,4,36,0,1,53,0,5,51,0,56,45,53,55
4574,1,21,0,9,90,0,2,43,0,4,60,0,2,82,0,0,0,0,3,109,1,0,0,0,56,45,53,55
4575,1,79,0,12,148,1,4,101,1,12,118,1,0,0,0,4,40,0,0,0,0,2,8,0,56,45,53,55
4576,4,136,1,0,0,0,7,158,1,0,0,0,0,0,0,8,97,0,3,41,0,9,65,0,56,45,53,55
4577,0,0,0,3,36,0,0,0,0,1,38,0,1,10,0,11,145,1,5,89,0,14,113,1,56,45,53,55
4578,2,43,0,5,92,0,3,22,0,4,94,0,2,66,0,0,0,0,7,145,1,0,0,0,56,45,53,55
4579,2,101,1,10,150,1,3,80,0,5,152,1,0,0,0,1,1,0,0,0,0,2,38,0,56,45,53,55
4580,2,158,1,0,0,0,7,137,1,0,0,0,3,42,0,5,58,0,5,29,0,7,95,0,56,45,53,55
4581,0,0,0,3,33,0,0,0,0,4,21,0,5,90,0,7,106,1,8,77,0,10,143,1,56,45,53,55
4582,2,37,0,11,89,0,1,21,0,7,77,0,7,146,1,0,0,0,13,133,1,0,0,0,56,45,53,55
4583,3,95,0,16,147,1,2,79,0,9,135,1,0,0,0,2,9,0,0,0,0,3,41,0,56,45,53,55
4584,8,152,1,0,0,0,5,136,1,0,0,0,3,23,0,5,66,0,0,0,0,6,98,0,56,45,53,55
4585,0,0,0,1,33,0,0,0,0,0,0,0,5,71,0,12,114,1,1,30,0,12,146,1,56,45,53,55
4586,1,27,0,3,89,0,2,12,0,5,23,0,7,127,1,0,0,0,2,86,0,0,0,0,56,45,53,55
4587,3,85,0,8,147,1,4,70,0,7,81,0,0,0,0,6,42,0,0,0,0,5,48,0,56,45,53,55
4588,4,142,1,0,0,0,8,127,1,0,0,0,1,36,0,10,99,0,4,27,0,8,105,1,56,45,53,55
4589,0,0,0,0,0,0,0,0,0,2,19,0,4,84,0,13,147,1,5,75,0,15,153,1,56,45,53,55
4590,3,38,0,1,33,0,2,30,0,8,75,0,5,140,1,0,0,0,7,131,1,0,0,0,56,45,53,55
4591,6,96,0,5,91,0,6,88,0,14,133,1,0,0,0,5,42,0,0,0,0,3,41,0,56,45,53,55
4592,7,153,1,0,0,0,7,145,1,0,0,0,0,0,0,7,99,0,3,39,0,9,98,0,56,45,53,55
4593,0,0,0,0,0,0,0,0,0,3,16,0,3,31,0,11,147,1,5,87,0,13,146,1,56,45,53,55
4594,2,9,0,3,27,0,0,0,0,5,44,0,3,59,0,0,0,0,8,115,1,1,16,0,50,33,43,22
4595,4,34,0,6,52,0,2,10,0,9,69,0,3,84,0,0,0,0,9,140,1,0,0,0,50,33,43,22
4596,7,85,0,8,103,1,2,61,0,17,120,1,0,0,0,1,23,0,0,0,0,1,10,0,50,33,43,22
4597,10,121,1,0,0,0,4,97,0,6,72,0,0,0,0,6,59,0,0,0,0,7,46,0,50,33,43,22
4598,13,167,1,0,0,0,4,143,1,0,0,0,3,40,0,13,105,1,2,20,0,11,92,0,50,33,43,22
4599,0,0,0,0,0,0,0,0,0,0,0,0,3,65,0,13,130,1,4,45,0,13,117,1,50,33,43,22
4600,1,20,0,0,0,0,0,0,0,2,6,0,4,116,1,0,0,0,9,96,0,0,0,0,50,33,43,22
4601,3,56,0,2,23,0,2,13,0,6,42,0,0,0,0,0,0,0,2,53,0,0,0,0,50,33,43,22
4602,7,102,1,6,69,0,2,59,0,13,88,0,0,0,0,0,0,0,0,0,0,5,38,0,50,33,43,22
4603,11,127,1,0,0,0,3,84,0,0,0,0,0,0,0,1,20,0,0,0,0,7,63,0,50,33,43,22
4604,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,71,0,0,0,0,9,114,1,50,33,43,22
4605,0,0,0,0,0,0,0,0,0,1,6,0,2,40,0,6,53,0,1,14,0,11,146,1,50,33,43,22
4606,4,36,0,3,45,0,1,35,0,3,52,0,3,86,0,0,0,0,3,60,0,0,0,0,50,33,43,22
4607,5,61,0,5,70,0,1,60,0,6,77,0,0,0,0,0,0,0,0,0,0,2,12,0,50,33,43,22
4608,5,112,1,2,13,0,2,111,1,0,23,0,0,0,0,0,0,0,0,0,0,5,63,0,50,33,43,22
4609,6,148,1,0,0,0,3,147,1,0,0,0,1,29,0,2,32,0,1,17,0,7,99,0,50,33,43,22
4610,0,0,0,1,1,0,0,0,0,0,0,0,2,75,0,6,78,0,6,63,0,12,145,1,50,33,43,22
4611,0,0,0,2,26,0,0,0,0,1,0,0,2,100,0,0,0,0,8,88,0,6,63,0,50,33,43,22
4612,1,30,0,4,77,0,1,12,0,0,0,0,2,19,0,0,0,0,9,85,0,0,0,0,50,33,43,22
4613,2,66,0,7,113,1,3,48,0,2,29,0,0,0,0,3,24,0,0,0,0,3,24,0,50,33,43,22
4614,3,112,1,0,0,0,4,94,0,0,0,0,0,0,0,9,70,0,1,16,0,7,70,0,50,33,43,22
4615,5,137,1,0,0,0,4,119,1,0,0,0,1,14,0,11,95,0,4,41,0,7,95,0,50,33,43,22
4616,0,0,0,1,10,0,0,0,0,0,0,0,3,65,0,14,146,1,5,92,0,13,146,1,50,33,43,22
4617,2,23,0,3,46,0,3,23,0,1,8,0,3,101,1,0,0,0,7,128,1,0,0,0,50,33,43,22
4618,4,69,0,7,92,0,5,69,0,4,54,0,0,0,0,0,0,0,0,0,0,1,7,0,50,33,43,22
4619,6,94,0,7,117,1,6,94,0,7,79,0,0,0,0,1,11,0,0,0,0,4,32,0,50,33,43,22
4620,9,145,1,0,0,0,6,145,1,0,0,0,1,20,0,7,62,0,4,22,0,6,83,0,50,33,43,22
4621,0,0,0,1,8,0,0,0,0,0,0,0,1,56,0,12,98,0,7,58,0,9,119,1,50,33,43,22
4622,0,0,0,1,54,0,0,0,0,0,0,0,1,102,1,0,16,0,10,104,1,0,0,0,50,33,43,22
4623,0,0,0,3,79,0,2,7,0,0,0,0,1,127,1,0,0,0,11,129,1,0,0,0,50,33,43,22
4624,2,22,0,5,121,1,2,49,0,0,0,0,0,0,0,5,23,0,0,0,0,4,22,0,41,45,25,46
4625,3,70,0,0,0,0,4,97,0,0,0,0,0,0,0,10,71,0,1,9,0,8,70,0,41,45,25,46
4626,4,98,0,0,0,0,4,125,1,0,0,0,0,0,0,15,99,0,3,37,0,11,98,0,41,45,25,46
4627,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,19,148,1,6,86,0,15,147,1,41,45,25,46
4628,0,0,0,1,26,0,3,14,0,2,24,0,2,85,0,0,0,0,6,128,1,0,0,0,41,45,25,46
4629,2,34,0,5,74,0,4,62,0,8,72,0,0,0,0,0,0,0,0,0,0,1,1,0,41,45,25,46
4630,2,62,0,6,102,1,4,90,0,10,100,0,0,0,0,1,19,0,0,0,0,4,29,0,41,45,25,46
4631,2,111,1,0,0,0,6,139,1,0,0,0,1,26,0,3,68,0,0,0,0,11,78,0,41,45,25,46
4632,0,0,0,0,0,0,0,0,0,0,0,0,3,68,0,6,110,1,1,13,0,15,120,1,41,45,25,46
4633,0,0,0,5,31,0,0,0,0,3,41,0,5,116,1,0,0,0,5,61,0,0,0,0,41,45,25,46
4634,0,0,0,5,59,0,1,3,0,4,69,0,5,144,1,0,0,0,7,89,0,0,0,0,41,45,25,46
4635,1,6,0,9,108,1,2,52,0,9,118,1,0,0,0,0,0,0,0,0,0,2,39,0,41,45,25,46
4636,1,48,0,0,0,0,4,94,0,0,0,0,1,21,0,1,5,0,0,0,0,3,81,0,41,45,25,46
4637,0,0,0,0,0,0,0,0,0,0,0,0,2,69,0,2,20,0,2,32,0,5,129,1,41,45,25,46
4638,0,0,0,1,13,0,0,0,0,0,0,0,2,97,0,2,48,0,3,60,0,6,157,1,41,45,25,46
4639,0,0,0,3,62,0,1,25,0,0,0,0,3,146,1,0,0,0,6,109,1,0,0,0,41,45,25,46
4640,1,0,0,6,104,1,3,67,0,1,0,0,0,0,0,2,16,0,0,0,0,0,0,0,41,45,25,46
4641,2,47,0,0,0,0,3,115,1,0,0,0,1,16,0,6,64,0,2,11,0,1,31,0,41,45,25,46
4642,4,75,0,0,0,0,4,143,1,0,0,0,3,44,0,6,92,0,2,39,0,1,59,0,41,45,25,46
4643,0,0,0,0,0,0,0,0,0,2,25,0,5,93,0,9,141,1,3,88,0,5,108,1,41,45,25,46
4644,0,0,0,4,25,0,0,0,0,5,67,0,6,135,1,0,0,0,5,130,1,0,0,0,41,45,25,46
4645,1,3,0,8,73,0,3,39,0,7,115,1,0,0,0,0,0,0,0,0,0,1,8,0,41,45,25,46
4646,1,31,0,11,101,1,5,67,0,10,143,1,0,0,0,0,0,0,0,0,0,6,36,0,41,45,25,46
4647,4,80,0,0,0,0,6,116,1,0,0,0,3,36,0,3,18,0,3,12,0,10,85,0,41,45,25,46
4648,0,0,0,4,19,0,0,0,0,1,2,0,7,78,0,6,60,0,4,54,0,14,127,1,41,45,25,46
4649,2,14,0,8,67,0,0,0,0,4,50,0,8,126,1,0,0,0,6,102,1,0,0,0,41,45,25,46
4650,2,42,0,9,95,0,0,0,0,7,78,0,10,154,1,0,0,0,6,130,1,0,0,0,41,45,25,46
4651,4,91,0,13,144,1,1,1,0,13,127,1,0,0,0,3,22,0,0,0,0,1,36,0,41,45,25,46
4652,7,133,1,0,0,0,3,43,0,0,0,0,0,0,0,6,64,0,3,22,0,6,78,0,41,45,25,46
4653,2,41,0,0,0,0,0,0,0,0,0,0,3,28,0,8,95,0,3,53,0,11,109,1,48,21,43,41
4654,0,0,0,2,22,0,0,0,0,4,23,0,3,74,0,9,117,1,4,99,0,11,102,1,48,21,43,41
4655,4,19,0,3,66,0,3,43,0,6,67,0,6,118,1,0,0,0,7,143,1,0,0,0,48,21,43,41
4656,4,68,0,5,115,1,3,92,0,7,116,1,0,0,0,5,33,0,0,0,0,0,0,0,48,21,43,41
4657,5,92,0,0,0,0,3,116,1,4,91,0,0,0,0,9,57,0,0,0,0,0,0,0,48,21,43,41
4658,5,138,1,0,0,0,4,162,1,0,0,0,2,25,0,12,103,1,1,10,0,3,20,0,48,21,43,41
4659,0,0,0,2,16,0,0,0,0,4,32,0,3,69,0,14,147,1,3,53,0,8,64,0,48,21,43,41
4660,1,4,0,6,65,0,2,29,0,8,81,0,4,118,1,0,0,0,3,102,1,0,0,0,48,21,43,41
4661,1,28,0,12,89,0,3,53,0,8,105,1,0,0,0,0,0,0,0,0,0,0,0,0,48,21,43,41
4662,3,74,0,15,135,1,5,99,0,10,151,1,0,0,0,3,36,0,0,0,0,2,14,0,48,21,43,41
4663,6,118,1,0,0,0,7,143,1,0,0,0,1,15,0,4,80,0,0,0,0,5,58,0,48,21,43,41
4664,0,0,0,2,14,0,0,0,0,1,21,0,4,64,0,6,129,1,1,13,0,10,107,1,48,21,43,41
4665,0,0,0,4,38,0,0,0,0,2,45,0,4,88,0,3,59,0,1,37,0,6,80,0,48,21,43,41
4666,1,16,0,11,84,0,4,38,0,6,91,0,4,134,1,0,0,0,3,83,0,0,0,0,48,21,43,41
4667,2,60,0,19,128,1,5,82,0,8,135,1,0,0,0,1,1,0,0,0,0,2,28,0,48,21,43,41
4668,3,109,1,1,32,0,9,131,1,0,0,0,1,0,0,4,49,0,2,9,0,5,77,0,48,21,43,41
4669,3,133,1,0,0,0,9,155,1,0,0,0,3,24,0,5,73,0,4,33,0,8,101,1,48,21,43,41
4670,0,0,0,6,33,0,0,0,0,0,0,0,3,70,0,9,119,1,6,79,0,12,147,1,48,21,43,41
4671,0,0,0,7,77,0,1,3,0,2,17,0,5,114,1,0,0,0,11,123,1,0,0,0,48,21,43,41
4672,3,48,0,12,126,1,1,52,0,3,66,0,0,0,0,0,0,0,0,0,0,2,20,0,48,21,43,41
4673,3,72,0,12,150,1,2,76,0,4,90,0,0,0,0,0,0,0,0,0,0,2,44,0,48,21,43,41
4674,3,118,1,0,0,0,5,122,1,0,0,0,3,17,0,1,25,0,1,22,0,6,90,0,48,21,43,41
4675,0,0,0,2,14,0,0,0,0,1,2,0,3,61,0,5,69,0,2,66,0,10,134,1,48,21,43,41
4676,0,0,0,5,63,0,0,0,0,8,51,0,3,110,1,0,0,0,3,115,1,0,0,0,48,21,43,41
4677,0,0,0,7,87,0,1,15,0,10,75,0,3,134,1,0,0,0,3,139,1,0,0,0,48,21,43,41
4678,0,0,0,9,133,1,3,61,0,14,121,1,0,0,0,0,0,0,0,0,0,4,32,0,48,21,43,41
4679,1,32,0,0,0,0,6,105,1,0,0,0,3,8,0,1,25,0,1,9,0,9,76,0,48,21,43,41
4680,0,0,0,0,0,0,0,0,0,0,0,0,7,57,0,6,74,0,5,58,0,15,125,1,48,21,43,41
4681,0,0,0,0,0,0,0,0,0,1,0,0,7,81,0,6,98,0,7,82,0,18,149,1,48,21,43,41
4682,2,14,0,4,27,0,2,8,0,5,46,0,8,127,1,0,0,0,12,128,1,0,0,0,48,21,43,41
4683,2,36,0,7,49,0,3,30,0,7,68,0,3,129,1,0,0,0,7,86,0,1,0,0,42,49,43,46
4684,7,85,0,13,98,0,10,79,0,9,117,1,0,0,0,1,16,0,0,0,0,7,49,0,42,49,43,46
4685,8,128,1,0,0,0,13,122,1,0,0,0,3,29,0,2,59,0,0,0,0,13,92,0,42,49,43,46
4686,0,0,0,2,21,0,0,0,0,0,0,0,6,81,0,5,111,1,4,49,0,18,144,1,42,49,43,46
4687,2,6,0,8,67,0,2,6,0,1,16,0,10,127,1,0,0,0,5,95,0,0,0,0,42,49,43,46
4688,3,55,0,11,116,1,4,55,0,5,65,0,0,0,0,1,10,0,0,0,0,1,12,0,42,49,43,46
4689,3,98,0,4,108,1,7,98,0,1,16,0,1,0,0,5,53,0,0,0,0,2,55,0,42,49,43,46
4690,3,146,1,0,0,0,10,146,1,0,0,0,2,52,0,9,105,1,1,8,0,5,107,1,42,49,43,46
4691,0,0,0,1,8,0,0,0,0,5,42,0,4,98,0,11,151,1,6,54,0,11,153,1,42,49,43,46
4692,3,42,0,4,57,0,0,0,0,6,91,0,5,147,1,0,0,0,10,103,1,0,0,0,42,49,43,46
4693,4,85,0,7,100,0,0,0,0,11,134,1,0,0,0,3,22,0,0,0,0,1,9,0,42,49,43,46
4694,7,137,1,0,0,0,2,47,0,0,0,0,0,0,0,9,74,0,3,20,0,6,61,0,42,49,43,46
4695,0,0,0,0,0,0,0,0,0,1,6,0,3,39,0,12,120,1,5,66,0,11,107,1,42,49,43,46
4696,0,0,0,0,0,0,0,0,0,8,55,0,5,88,0,0,0,0,9,115,1,0,0,0,42,49,43,46
4697,3,34,0,3,39,0,1,13,0,11,98,0,2,46,0,0,0,0,7,118,1,0,0,0,42,49,43,46
4698,5,86,0,6,91,0,3,65,0,14,150,1,0,0,0,1,33,0,0,0,0,4,31,0,42,49,43,46
4699,5,132,1,0,0,0,4,111,1,0,0,0,4,25,0,1,79,0,3,33,0,7,77,0,42,49,43,46
4700,0,0,0,0,0,0,0,0,0,0,0,0,7,74,0,1,128,1,8,82,0,12,126,1,42,49,43,46
4701,2,21,0,0,0,0,0,0,0,6,42,0,8,117,1,0,0,0,10,125,1,0,0,0,42,49,43,46
4702,7,73,0,2,22,0,2,50,0,10,94,0,0,0,0,0,0,0,0,0,0,0,0,0,42,49,43,46
4703,9,119,1,0,0,0,2,96,0,0,0,0,0,0,0,1,6,0,1,3,0,0,0,0,42,49,43,46
4704,8,124,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13,0,3,52,0,3,29,0,42,49,43,46
4705,0,0,0,4,20,0,0,0,0,5,21,0,3,43,0,6,56,0,7,95,0,7,72,0,42,49,43,46
4706,1,4,0,9,72,0,2,40,0,8,73,0,5,95,0,0,0,0,12,147,1,0,0,0,42,49,43,46
4707,4,49,0,12,118,1,4,86,0,10,119,1,0,0,0,1,11,0,0,0,0,6,29,0,42,49,43,46
4708,4,98,0,0,0,0,5,135,1,0,0,0,3,7,0,3,60,0,2,22,0,13,78,0,42,49,43,46
4709,0,0,0,0,0,0,0,0,0,0,0,0,3,57,0,8,110,1,5,72,0,16,128,1,49,33,49,22
4710,0,0,0,0,0,0,0,0,0,0,0,0,5,93,0,1,12,0,7,108,1,9,119,1,49,33,49,22
4711,2,45,0,0,0,0,1,32,0,2,9,0,0,15,0,0,0,0,3,69,0,0,0,0,49,33,49,22
4712,3,70,0,2,20,0,1,57,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,49,33,49,22
4713,5,120,1,0,0,0,3,107,1,0,0,0,1,1,0,2,11,0,2,8,0,0,0,0,49,33,49,22
4714,5,156,1,0,0,0,3,143,1,0,0,0,1,36,0,3,47,0,3,44,0,2,14,0,49,33,49,22
4715,0,0,0,0,0,0,0,0,0,0,0,0,2,88,0,0,0,0,5,96,0,0,0,0,49,33,49,22
4716,1,18,0,0,0,0,3,15,0,1,24,0,4,113,1,0,0,0,7,121,1,0,0,0,49,33,49,22
4717,2,68,0,2,9,0,6,65,0,4,74,0,0,0,0,0,0,0,0,0,0,2,5,0,49,33,49,22
4718,5,104,1,4,42,0,6,101,1,6,74,0,0,0,0,2,10,0,0,0,0,3,41,0,49,33,49,22
4719,5,156,1,0,0,0,6,153,1,0,0,0,3,46,0,5,62,0,4,29,0,8,93,0,49,33,49,22
4720,0,0,0,0,0,0,0,0,0,0,0,0,3,71,0,8,87,0,6,54,0,10,118,1,49,33,49,22
4721,0,0,0,0,0,0,1,15,0,5,44,0,6,121,1,0,0,0,8,104,1,0,0,0,49,33,49,22
4722,0,0,0,3,16,0,4,51,0,8,80,0,6,139,1,0,0,0,8,132,1,0,0,0,49,33,49,22
4723,1,11,0,7,68,0,4,103,1,9,132,1,0,0,0,3,42,0,0,0,0,3,33,0,49,33,49,22
4724,2,36,0,0,0,0,6,128,1,0,0,0,0,0,0,4,67,0,0,0,0,6,58,0,49,33,49,22
